Twitter Handle & User Name,Tweet, external URL,Hashtags,Filter Words,Date of Tweet,Followers,Following,RT,FAV
"Lowetide , Lowetide","b""RT @Lowetide: For @TheAthleticEDM The Oilers need a first-shot scoring winger and Ryan Spooner isn't it. So, what's next? \\nhttps://t.co/kFj\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 27 20:11:01 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b""RT @TheAthleticEDM: Latest from @Lowetide: Oilers need a first-shot scoring winger and Ryan Spooner isn't it. So what's next? https://t.co/\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 27 15:03:45 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide","b""For @TheAthleticEDM The Oilers need a first-shot scoring winger and Ryan Spooner isn't it. So, what's next?\\u2026 https://t.co/cto4IsgCxu""",https://twitter.com/i/web/status/1067433409641771011,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 27 15:02:11 +0000 2018,24945,12864,1,8
"Lowetide , Lowetide","b'Oilers leaving California with an aching in the standings, finding a winger who can push the river with Nuge is Hit\\u2026 https://t.co/4KVfQw6RcH'",https://twitter.com/i/web/status/1067075944966287361,no hashtags in this tweet,"['oiler', 'game', 'win']",Mon Nov 26 15:21:45 +0000 2018,24945,12864,1,10
"Lowetide , Lowetide",b'RT @BrandonGowton: Reminder: Donovan McNabb has as many wins (4-0) in the last 22 Eagles vs. Giants games as Eli Manning (4-18).',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 25 23:34:58 +0000 2018,24945,12864,790,0
"Lowetide , Lowetide",b'RT @Rob_Tychkowski: It\\u2019s better watching this game in the US because you get to see all of the American Grey Cup commercials.',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 25 23:34:31 +0000 2018,24945,12864,44,0
"Lowetide , Lowetide","b'RT @Lowetide: For @TheAthleticNHL Oilers No. 3 prospect, winter 2018: Tyler Benson https://t.co/wKMWLlA4pm #Oilers #Condors'",https://theathletic.com/669514/2018/11/24/oilers-no-3-prospect-winter-2018-tyler-benson/,"['Oilers', 'Condors']","['oiler', 'game', 'win']",Sun Nov 25 00:21:25 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b'Ducks mur-diddly-urderers when McDavid on the ice, stripes goes snow blind. Plus delaying the game until 97 gets ba\\u2026 https://t.co/WScRMUMpjU'",https://twitter.com/i/web/status/1066357523416903680,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 24 15:47:00 +0000 2018,24945,12864,0,9
"Lowetide , Lowetide","b'For @TheAthleticNHL Oilers No. 3 prospect, winter 2018: Tyler Benson https://t.co/wKMWLlA4pm #Oilers #Condors'",https://theathletic.com/669514/2018/11/24/oilers-no-3-prospect-winter-2018-tyler-benson/,"['Oilers', 'Condors']","['oiler', 'game', 'win']",Sat Nov 24 15:01:47 +0000 2018,24945,12864,1,8
"Lowetide , Lowetide",b'RT @DuckMillard: We tee things up for this Sunday from a #Stamps POV with pre/post game host Dave Rowe next on #SportsNight on @TSN1260 on\\u2026',no external urls in this tweet,"['Stamps', 'SportsNight']","['oiler', 'game', 'win']",Fri Nov 23 06:03:17 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide",b'RT @tyleryaremchuk: Hour 1 of The Lowdown w/ @Lowetide Podcast is up!\\n\\n(13:22) - @BruceMcCurdy breaks down the Oilers win!\\n\\n(29:48) - @sean\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 21 19:48:54 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide","b'RT @JonnyOddsShark: Looking forward to it guys. Talking odds for Oilers, Grey Cup, Thanksgiving games... https://t.co/BQjnlzg8AA'",https://twitter.com/tyleryaremchuk/status/1065284956950278144,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 21 17:34:08 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide","b""Hitch delivers best postgame avail since MacT's 'maybe he was hungry', who gets a recall from Bakersfield, McDavid\\u2026 https://t.co/OQrUCzRUO8""",https://twitter.com/i/web/status/1065266600591351813,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 21 15:32:03 +0000 2018,24945,12864,1,26
"Lowetide , Lowetide","b'@stcampbell27 @TheAthleticEDM No, my line in the sand is 50 games.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 21 14:40:15 +0000 2018,24945,12864,0,0
"Lowetide , Lowetide","b""As you watch tonight's game, you may enjoy this article on Todd McLellan's rags to riches to rags run with the Oile\\u2026 https://t.co/7HQpIu20sj""",https://twitter.com/i/web/status/1065088980079665152,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 21 03:46:15 +0000 2018,24945,12864,2,7
"Lowetide , Lowetide","b""Game 21 2018-19 Oilers at Sharks, there are a bunch of words I don't want to use this winter but they're on the way\\u2026 https://t.co/AUvt3ikvYt""",https://twitter.com/i/web/status/1064904536257552384,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 20 15:33:21 +0000 2018,24945,12864,1,8
"Lowetide , Lowetide","b'This game has almost everything. If Hank Stram comes out and sets fire to his hairpiece, this will be the greatest\\u2026 https://t.co/kyvkKILhdM'",https://twitter.com/i/web/status/1064734262698532864,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 20 04:16:44 +0000 2018,24945,12864,0,29
"Lowetide , Lowetide","b""RT @reallisa: Willie O'Ree Night here in San Diego. Gulls players coming off the bench, one  by one, to shake his hand after the pregame ce\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 17 03:18:45 +0000 2018,24945,12864,25,0
"Lowetide , Lowetide","b'RT @mikegulseth: Damn you and your winning ways, @Lowetide! I can\\u2019t drive past a @FifendekelYEG without needing a pie of the month. (Full d\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 16 18:34:03 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide",b'Pens-Lightning: First team to score 10 wins.',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 16 01:27:41 +0000 2018,24945,12864,0,5
"Lowetide , Lowetide","b'@GMillerTSN elbowing, guaranteed.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 16 01:08:39 +0000 2018,24945,12864,0,21
"Lowetide , Lowetide",b'RT @MikeZanier: @EdmontonOilers prospect Joel Persson with his best game of the season as his V\\xe4xj\\xf6 Lakers beat top club Lule\\xe5 2-1 tonight\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 15 21:16:15 +0000 2018,24945,12864,3,0
"Lowetide , Lowetide","b'@JSBMjeanshorts @MarcMajeau No, I said ""I\'m not going to use an outdoor bathroom for even one more winter. Fix this damnable thing, NOW!""'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 15 02:46:57 +0000 2018,24945,12864,0,5
"Lowetide , Lowetide",b'RT @1968NHLtweets: Another note from last night\\u2019s Blues-Rangers game: It marked the first time Blues goalie Glenn Hall wore a face mask in\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 14 15:50:37 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b""RT @domluszczyszyn: Probabilities for tonight's games https://t.co/0EU0Av5nIC""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 13 22:52:30 +0000 2018,24945,12864,4,0
"Lowetide , Lowetide",b'@sportsjunkie007 The smile on the lottery winner is GOLD!',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 13 17:59:27 +0000 2018,24945,12864,0,4
"Lowetide , Lowetide",b'@mlangester AND he likes Shawshank and has a cookie before the game! All good things.',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 13 00:21:34 +0000 2018,24945,12864,0,9
"Lowetide , Lowetide","b'RT @baseballhall: #OTD in 1997, Pedro Martinez wins the NL Cy Young Award. The Expos ace went 17-8 with a league-best 1.90 ERA to snap a fo\\u2026'",no external urls in this tweet,['OTD'],"['oiler', 'game', 'win']",Mon Nov 12 02:25:44 +0000 2018,24945,12864,48,0
"Lowetide , Lowetide","b""RT @mikecommito: In their last NHL game before heading off to serve for Canada in the Second World War, @NHLBruins' Milt Schmidt, Woody Dum\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 11 22:52:00 +0000 2018,24945,12864,779,0
"Lowetide , Lowetide","b""For @TheAthleticEDM Jesse Puljujarvi's scoring rates with Connor McDavid rival any winger on the roster. When he re\\u2026 https://t.co/iVIjDbV7g6""",https://twitter.com/i/web/status/1061739047448600576,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 11 21:54:49 +0000 2018,24945,12864,1,4
"Lowetide , Lowetide","b'Last home game of the year, hope Notre Dame puts Rudy out there soon.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 11 03:00:23 +0000 2018,24945,12864,0,25
"Lowetide , Lowetide",b'RT @ExposFest: Bonne f\\xeate LP\\u26be\\ufe0f\\u26be\\ufe0f\\nThe sweet swing of today\\u2019s birthday boy Larry Parrish. \\n65 yrs young today. https://t.co/yTK1KBm0f4',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 10 22:03:06 +0000 2018,24945,12864,19,0
"Lowetide , Lowetide","b'RT @mikecommito: On this day in 1991, the @DetroitRedWings retired the numbers of Ted Lindsay and Alex Delvecchio in a pre-game ceremony #H\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 10 17:26:59 +0000 2018,24945,12864,50,0
"Lowetide , Lowetide",b'Year over year scoring 5-on-5 (through 16 games each season) scoring shows wildly unpredictable forwards are in fac\\u2026 https://t.co/RuSXHUwQp0',https://twitter.com/i/web/status/1061279265130336256,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 10 15:27:49 +0000 2018,24945,12864,0,5
"Lowetide , Lowetide","b'My Dad, Bruce Springsteen, Jesse Puljujarvi and following your dreams. https://t.co/rmS6J1rYyQ #Oilers'",https://lowetide.ca/2018/11/10/who-will-take-my-dreams-away/,['Oilers'],"['oiler', 'game', 'win']",Sat Nov 10 15:22:32 +0000 2018,24945,12864,0,15
"Lowetide , Lowetide","b""RT @wyshynski: Gotta admit: When the Capitals' 50/50 winner who donated his $19K in proceeds to the shooting victims of Pittsburgh said thi\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 09 21:40:59 +0000 2018,24945,12864,790,0
"Lowetide , Lowetide",b'The last two minutes of the Dallas-San Jose game is the reason coaches drink.',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 09 04:09:29 +0000 2018,24945,12864,0,9
"Lowetide , Lowetide",b'RT @jack_lennox99: Dug hates that window wiper https://t.co/F0dPBwsScT',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 09 03:55:09 +0000 2018,24945,12864,43724,0
"Lowetide , Lowetide",b'RT @AwardsDarwin: The first thing I learned about horses was never stand behind them. https://t.co/XlxQG87YiF',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 22:36:47 +0000 2018,24945,12864,228,0
"Lowetide , Lowetide","b""RT @Lowetide: For @TheAthleticEDM Are there trade winds blowing? What happens to the Oilers when Alex Chiasson's hot streak ends?\\nhttps://t\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 19:43:53 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b'@Condors playing an early game today, Benson, Marody, Hebig and others are playing and having an impact. Wrote abou\\u2026 https://t.co/NpESgED5qy'",https://twitter.com/i/web/status/1060593050542596096,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 18:01:02 +0000 2018,24945,12864,0,2
"Lowetide , Lowetide","b""@OilDoug PC can't fire the coach, they are winning. He has to get the team some help on RW and RHD and the pieces t\\u2026 https://t.co/UZJGhFaO3C""",https://twitter.com/i/web/status/1060559422940794880,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 15:47:25 +0000 2018,24945,12864,0,3
"Lowetide , Lowetide","b'Game 16 2018-19 Oilers at Panthers, Edmonton remains in a playoff spot and can match VCR and CGY with a win tonight\\u2026 https://t.co/L6PHGGFZXq'",https://twitter.com/i/web/status/1060555814870499328,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 15:33:05 +0000 2018,24945,12864,0,23
"Lowetide , Lowetide","b""For @TheAthleticEDM Are there trade winds blowing? What happens to the Oilers when Alex Chiasson's hot streak ends?\\u2026 https://t.co/2b8NEJ0dCX""",https://twitter.com/i/web/status/1060549765631365120,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 15:09:02 +0000 2018,24945,12864,1,6
"Lowetide , Lowetide","b'@AlleyDalley Well, he has two tickets to paradise, which, for you would be Star game at American Airlines Center?'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 03:41:35 +0000 2018,24945,12864,0,1
"Lowetide , Lowetide","b'Have to hand it to Oshie, his one man play ""Rasputin scores with a minute left for the win"" is just really good.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 03:13:32 +0000 2018,24945,12864,0,9
"Lowetide , Lowetide","b'@therealbelittle Yes. Yes I did. However, they were not proper winter wear, rather white socks and old running shoes from the late 1960s.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 08 01:49:50 +0000 2018,24945,12864,0,1
"Lowetide , Lowetide",b'RT @TheAthleticEDM: Jesse Puljujarvi would be much better served playing games in the AHL instead of sitting in the press box at the NHL le\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Nov 07 15:42:09 +0000 2018,24945,12864,5,0
"Lowetide , Lowetide","b'@island_oiler So sorry to hear, Mike.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Nov 06 19:48:08 +0000 2018,24945,12864,0,1
"Lowetide , Lowetide",b'RT @tyleryaremchuk: Hour 1 of The Lowdown w/ @Lowetide Podcast is up!\\n\\n(14:00) - @JonathanWillis on the #oilers \\n\\n(28:25) - @SammonSez prev\\u2026',no external urls in this tweet,['oilers'],"['oiler', 'game', 'win']",Tue Nov 06 18:11:04 +0000 2018,24945,12864,3,0
"Lowetide , Lowetide",b'RT @AwardsDarwin: Instant karma.  https://t.co/AadilPLmkh',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Mon Nov 05 18:15:59 +0000 2018,24945,12864,4010,0
"Lowetide , Lowetide",b'RT @SIMANGIATV: You better cut the #pizza in four pieces because I\\u2018m not hungry enough to #eat six. \\U0001f600 #quotes #quoteoftheday #foodandwine h\\u2026',no external urls in this tweet,"['pizza', 'eat', 'quotes', 'quoteoftheday', 'foodandwine']","['oiler', 'game', 'win']",Mon Nov 05 17:57:18 +0000 2018,24945,12864,108,0
"Lowetide , Lowetide",b'@vitaminJay7 It just seemed like the teams were scoring on every possession. Crazy game.',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Mon Nov 05 14:47:43 +0000 2018,24945,12864,0,0
"Lowetide , Lowetide",b'Could we see 80 points in this Rams-Saints game?',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 04 21:41:49 +0000 2018,24945,12864,0,13
"Lowetide , Lowetide","b'@IsaacsRevenge 31 players finished 1.00 points-per-game or better a year ago (all players, game 1 through 82). This year? 67.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 04 17:41:14 +0000 2018,24945,12864,0,0
"Lowetide , Lowetide",b'@geoffmichell Oilers 2016 team went 8-3-2 in the first 13 games using the old timey method. https://t.co/X9RSseKHZQ',http://dropyourgloves.com/Games/AnyDateStandings.aspx?Date=2016-11-7&League=1,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Nov 04 16:51:22 +0000 2018,24945,12864,0,0
"Lowetide , Lowetide","b'RT @ArizonaCoyotes: A little sauce from @ClaytonKeller37, and a perfect finish by @Grabs40 in this @EASportsNHL OT-winner. https://t.co/xNS\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 03 05:33:11 +0000 2018,24945,12864,85,0
"Lowetide , Lowetide","b""RT @StatsCentre: Brock Boeser's 1-0 marker tonight was his 36th in 84 career NHL games. Only Pavel Bure (54) &amp; Tony Tanti (37) have had mor\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 03 02:48:06 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide",b'RT @TSN1260: Not in Regina? Hear the game on @TSN1260 https://t.co/1sIXN5cWhW',https://twitter.com/EdmOilKings/status/1058550788035772417,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Nov 03 02:47:15 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b'RT @nhlupdate: Last season, Frederik Andersen led all goalies in shots against with 2211, averaging 33.5 against per game. \\n\\nSo far, Craig\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 02 23:47:46 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b""Oilers win 4-0 over 'Hawks with Koskinen, Caggiula, Garrison, Benning leading the way. What the h-e-double-hockey-s\\u2026 https://t.co/OuOAQmX2uD""",https://twitter.com/i/web/status/1058366342405873664,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Nov 02 14:32:54 +0000 2018,24945,12864,2,27
"Lowetide , Lowetide","b""RT @tyleryaremchuk: TSN's @frank_seravalli joined @Lowetide to discuss Jesse Puljujarvi drawing back into the lineup:\\n\\n@TSN1260\\n\\nhttps://t.\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 01 19:36:48 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b'RT @Lowetide: For @TheAthleticEDM The Edmonton Oilers reach a pressure point on defence and right wing. Moves are coming, how deep will the\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 01 16:02:11 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide",b'RT @TheAthleticEDM: Latest from @Lowetide: The Edmonton Oilers reach a pressure point on defence and right wing: https://t.co/xklYk2HuWo',https://theathletic.com/623142/2018/11/01/lowetide-the-edmonton-oilers-reach-a-pressure-point-on-defence-and-right-wing/,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 01 14:19:48 +0000 2018,24945,12864,1,0
"Lowetide , Lowetide","b'For @TheAthleticEDM The Edmonton Oilers reach a pressure point on defence and right wing. Moves are coming, how dee\\u2026 https://t.co/4PPqFkDRa3'",https://twitter.com/i/web/status/1057996316364533766,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 01 14:02:33 +0000 2018,24945,12864,2,1
"Lowetide , Lowetide","b""Willie McCovey won the 1959 NL Rookie of the year, despite playing in just 52 games. He hit 13 home runs, 38 rbi's\\u2026 https://t.co/KozUCrJvOA""",https://twitter.com/i/web/status/1057789951629086720,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Nov 01 00:22:31 +0000 2018,24945,12864,0,21
"Lowetide , Lowetide","b'Oilers lose final October game, but the month was a revelation. Will it be the best month of the season for Edmonto\\u2026 https://t.co/vNEXWtwMKs'",https://twitter.com/i/web/status/1057641251309113344,no hashtags in this tweet,"['oiler', 'game', 'win']",Wed Oct 31 14:31:38 +0000 2018,24945,12864,1,16
"Lowetide , Lowetide",b'RT @tyleryaremchuk: Hour 2 of The Lowdown w/ @Lowetide Podcast is up!\\n\\n(29:10) - @sarah__mclellan sets up tonights game vs the #Wild\\n\\nhttps\\u2026',no external urls in this tweet,['Wild'],"['oiler', 'game', 'win']",Tue Oct 30 18:34:39 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide",b'RT @LanceMaxwell2: Oilers win again! #EdmontonOilers #chicagoblackhawks https://t.co/nvDuLHCCVt',no external urls in this tweet,"['EdmontonOilers', 'chicagoblackhawks']","['oiler', 'game', 'win']",Mon Oct 29 04:35:33 +0000 2018,24945,12864,54,0
"Lowetide , Lowetide","b""@BruceMcCurdy postgame grades are always a must read, I think his description of Kailer Yamamoto's situation is a d\\u2026 https://t.co/oAOVvonwbD""",https://twitter.com/i/web/status/1056761774605721602,no hashtags in this tweet,"['oiler', 'game', 'win']",Mon Oct 29 04:16:55 +0000 2018,24945,12864,5,32
"Lowetide , Lowetide",b'RT @BruceMcCurdy: #RedSox become the first MLB team to celebrate the centenary of a World Series title by winning another World Series titl\\u2026',no external urls in this tweet,['RedSox'],"['oiler', 'game', 'win']",Mon Oct 29 03:53:00 +0000 2018,24945,12864,27,0
"Lowetide , Lowetide","b""@SLShockeyfan It's a beautiful game. You chose well, the Red Sox are a fun team and they develop a lot of talent. T\\u2026 https://t.co/RO6Xrta9Sq""",https://twitter.com/i/web/status/1056754433223122944,no hashtags in this tweet,"['oiler', 'game', 'win']",Mon Oct 29 03:47:45 +0000 2018,24945,12864,0,2
"Lowetide , Lowetide","b'@bigmouthsports I miss him at QB in the big games for Dallas, though.'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 28 19:27:56 +0000 2018,24945,12864,0,1
"Lowetide , Lowetide",b'RT @joevardon: Cavaliers fire coach Tyronn Lue after 0-6 start. Lue is the only coach to win a championship in franchise history. @ShamsCha\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 28 16:56:28 +0000 2018,24945,12864,186,0
"Lowetide , Lowetide",b'RT @PR_NHL: Mikko Koskinen is the 15th goaltender in @EdmontonOilers history to earn a win in his team debut. #NHLStats #EDMvsNSH https://t\\u2026',no external urls in this tweet,"['NHLStats', 'EDMvsNSH']","['oiler', 'game', 'win']",Sun Oct 28 12:04:40 +0000 2018,24945,12864,42,0
"Lowetide , Lowetide","b""Kimbrel is money. Once he comes into a game Red Sox fans relax, secure in the knowledge there's no chance for the o\\u2026 https://t.co/Dv5Lv1KNT0""",https://twitter.com/i/web/status/1056402524016533504,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 28 04:29:23 +0000 2018,24945,12864,0,13
"Lowetide , Lowetide","b'RT @CamConnorNHL: 4/4 Immediately, Paul Coffey bid $10,000 (knowing he probably wouldn\\u2019t be outbid) and won the guitar. \\n\\nHe gave it right\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 28 04:21:44 +0000 2018,24945,12864,143,0
"Lowetide , Lowetide",b'RT @SportsCenter: Eduardo Rodriguez will become only the 6th pitcher in World Series history to start a game on 0 days rest. The last guy t\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Oct 27 22:31:58 +0000 2018,24945,12864,619,0
"Lowetide , Lowetide",b'RT @DuckMillard: Interesting that Tampa and Vegas playing a 3 pm local time game in Vegas today on #NevadaDay which celebrates Nevada becom\\u2026',no external urls in this tweet,['NevadaDay'],"['oiler', 'game', 'win']",Fri Oct 26 22:23:33 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide",b'RT @tyleryaremchuk: Hour 1 of The Lowdown w/ @Lowetide Podcast is up!\\n\\n(13:04) - @bigmouthsports talks Oilers &amp; CFL Live mic games!\\n\\n(28:15\\u2026',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Oct 26 17:23:51 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide","b'Nuge throws complete game, Evan Bouchard scores his first NHL goal, Cam Talbot shines like a diamond. Result? A hel\\u2026 https://t.co/zpTWYos2vg'",https://twitter.com/i/web/status/1055830074895695872,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Oct 26 14:34:40 +0000 2018,24945,12864,2,27
"Lowetide , Lowetide","b""RT @TheAthleticEDM: From @Lowetide: Jesse Puljujarvi gets healthy scratched, so what's next for Edmonton's lottery winger? https://t.co/nuS\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Fri Oct 26 14:16:12 +0000 2018,24945,12864,4,0
"Lowetide , Lowetide","b""For @TheAthleticEDM Jesse Puljujarvi gets healthy scratched, so what's next for Edmonton's lottery winger? \\nhttps://t.co/nc0FSjxY6q #Oilers""",https://theathletic.com/613438/2018/10/26/lowetide-jesse-puljujarvi-gets-healthy-scratched-so-whats-next-for-edmontons-lottery-winger/,['Oilers'],"['oiler', 'game', 'win']",Fri Oct 26 14:06:47 +0000 2018,24945,12864,1,2
"Lowetide , Lowetide","b'RT @DNBsports: Attention \\u2066@TheAthleticEDM\\u2069 subscribers: \\u2066@Lowetide\\u2069, \\u2066@JonathanWillis\\u2069 and I are hosting a live chat during tonight\\u2019s game\\u2026'",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Thu Oct 25 18:39:56 +0000 2018,24945,12864,2,0
"Lowetide , Lowetide","b""RT @smn013: #NHL STAT OF THE NIGHT: There are only 5 players left playing in the NHL that actually played a game in the 90's: Roberto Luong\\u2026""",no external urls in this tweet,['NHL'],"['oiler', 'game', 'win']",Wed Oct 24 00:43:29 +0000 2018,24945,12864,108,0
"Lowetide , Lowetide",b'RT @TheAHL: \\U0001f6a8NHL Debut Alert\\U0001f6a8\\n\\nCooper Marody will play his first game in the NHL tonight with the @EdmontonOilers! https://t.co/VDhn7LBavM',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Tue Oct 23 23:38:06 +0000 2018,24945,12864,21,0
"Lowetide , Lowetide","b""RT @ElliottTeaford: Ducks on the ice for the pregame warmup wearing Paul Kariya's No. 9 throwbacks. The new throwbacks. Pretty cool touch.""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 21 23:39:40 +0000 2018,24945,12864,5,0
"Lowetide , Lowetide","b'RT @ScottyMitchTSN: Four managerial openings remain. #BlueJays, Texas Rangers, Baltimore Orioles, and Minnesota Twins. \\nDavid Bell, hired b\\u2026'",no external urls in this tweet,['BlueJays'],"['oiler', 'game', 'win']",Sun Oct 21 17:16:03 +0000 2018,24945,12864,7,0
"Lowetide , Lowetide",b'@oileral Yes. My daughter named her.',no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 21 16:14:07 +0000 2018,24945,12864,0,1
"Lowetide , Lowetide","b""Last night, the Edmonton Oilers lost to a superior team much closer to winning the Stanley Cup. What's good about i\\u2026 https://t.co/1khrAyWkm2""",https://twitter.com/i/web/status/1054018409539629057,no hashtags in this tweet,"['oiler', 'game', 'win']",Sun Oct 21 14:35:46 +0000 2018,24945,12864,5,57
"Lowetide , Lowetide","b""RT @weathernetwork: Here's how intense winds cause a Quebec forest to 'breathe' https://t.co/kMg7aVePKX https://t.co/zdLZAqiMJP""",http://ow.ly/Rlo730mh2QI,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Oct 20 22:58:08 +0000 2018,24945,12864,270,0
"Lowetide , Lowetide","b""RT @jessetemple: It's tough to capture how crazy the snowfall is in Camp Randall. I haven't seen it like this since the Melvin Gordon game\\u2026""",no external urls in this tweet,no hashtags in this tweet,"['oiler', 'game', 'win']",Sat Oct 20 16:38:24 +0000 2018,24945,12864,72,0
